Short Name,Long Name,Division,Conference,Nickname,Colors,City,State,Loadable,NCAA URL
Maine,University of Maine,Division I,America East,Black Bears,Blue & White,Orono,Maine,True,https://www.ncaa.com/schools/maine
Maryland-Baltimore-County,UMBC,Division I,America East,Retrievers,Black & Gold,Baltimore,Maryland,True,https://www.ncaa.com/schools/umbc
Mass.-Lowell,UMass Lowell,Division I,America East,River Hawks,"Blue, White and Red",Lowell,Massachusetts,True,https://www.ncaa.com/schools/umass-lowell
New Hampshire,University of New Hampshire,Division I,America East,Wildcats,Blue & White,Durham,New Hampshire,True,https://www.ncaa.com/schools/new-hampshire
New-Jersey-Tech,New Jersey Institute of Technology,Division I,America East,Highlanders,Red & White (Blue Accent),Newark,New Jersey,True,https://www.ncaa.com/schools/njit
Binghamton,Binghamton University,Division I,America East,Bearcats,Green & Black,Vestal,New York,True,https://www.ncaa.com/schools/binghamton
Bryant,Bryant University,Division I,America East,Bulldogs,Black & Gold,Smithfield,Rhode Island,True,https://www.ncaa.com/schools/bryant
Vermont,University of Vermont,Division I,America East,Catamounts,Green & Gold,Burlington,Vermont,True,https://www.ncaa.com/schools/vermont
UAB,UAB,Division I,American Athletic,Blazers,Forest Green & Old Gold,Birmingham,Alabama,True,https://www.ncaa.com/schools/uab
Florida Atlantic,Florida Atlantic University,Division I,American Athletic,Owls,"Blue, Red and Grey",Boca Raton,Florida,True,https://www.ncaa.com/schools/fla-atlantic
South Fla.,University of South Florida,Division I,American Athletic,Bulls,Green & Gold,Tampa,Florida,True,https://www.ncaa.com/schools/south-fla
Wichita St.,Wichita State University,Division I,American Athletic,Shockers,Yellow & Black,Wichita,Kansas,True,https://www.ncaa.com/schools/wichita-st
Tulane,Tulane University,Division I,American Athletic,Green Wave,Olive Green & Blue,New Orleans,Louisiana,True,https://www.ncaa.com/schools/tulane
Charlotte,UNC Charlotte,Division I,American Athletic,49ers,Green & White,Charlotte,North Carolina,True,https://www.ncaa.com/schools/charlotte
East Carolina,East Carolina University,Division I,American Athletic,Pirates,Purple & Gold,Greenville,North Carolina,True,https://www.ncaa.com/schools/east-carolina
Tulsa,The University of Tulsa,Division I,American Athletic,Golden Hurricane,"Old Gold, Royal Blue & Crimson",Tulsa,Oklahoma,True,https://www.ncaa.com/schools/tulsa
Temple,Temple University,Division I,American Athletic,Owls,Cherry & White,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/temple
Memphis,University of Memphis,Division I,American Athletic,Tigers,Blue & Gray,Memphis,Tennessee,True,https://www.ncaa.com/schools/memphis
North Texas,University of North Texas,Division I,American Athletic,Mean Green,Green & White,Denton,Texas,True,https://www.ncaa.com/schools/north-texas
Rice,Rice University,Division I,American Athletic,Owls,Blue & Gray,Houston,Texas,True,https://www.ncaa.com/schools/rice
SMU,Southern Methodist University,Division I,American Athletic,Mustangs,Red & Blue,Dallas,Texas,True,https://www.ncaa.com/schools/smu
Texas at San Antonio,University of Texas at San Antonio,Division I,American Athletic,Roadrunners,"Navy Blue, Orange & White",San Antonio,Texas,True,https://www.ncaa.com/schools/utsa
Loyola (IL),Loyola University Chicago,Division I,Atlantic 10,Ramblers,Maroon & Gold,Chicago,Illinois,True,https://www.ncaa.com/schools/loyola-chicago
Mass-Amherst,University of Massachusetts,Division I,Atlantic 10,Minutemen,Maroon & White,Amherst,Massachusetts,True,https://www.ncaa.com/schools/massachusetts
St. Louis,Saint Louis University,Division I,Atlantic 10,Billikens,Royal Blue & White,Saint Louis,Missouri,True,https://www.ncaa.com/schools/saint-louis
Fordham,Fordham University,Division I,Atlantic 10,Rams,Maroon & White,Bronx,New York,True,https://www.ncaa.com/schools/fordham
St. Bonaventure,St. Bonaventure University,Division I,Atlantic 10,Bonnies,Brown & White,Saint Bonaventure,New York,True,https://www.ncaa.com/schools/st-bonaventure
Davidson,Davidson College,Division I,Atlantic 10,Wildcats,Red & Black,Davidson,North Carolina,True,https://www.ncaa.com/schools/davidson
Dayton,University of Dayton,Division I,Atlantic 10,Flyers,Red & Blue,Dayton,Ohio,True,https://www.ncaa.com/schools/dayton
Duquesne,Duquesne University,Division I,Atlantic 10,Dukes,Red & Blue,Pittsburgh,Pennsylvania,True,https://www.ncaa.com/schools/duquesne
La Salle,La Salle University,Division I,Atlantic 10,Explorers,Blue & Gold,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/la-salle
Saint Joseph's,Saint Joseph's University,Division I,Atlantic 10,Hawks,Crimson & Gray,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/saint-josephs
Rhode Island,University of Rhode Island,Division I,Atlantic 10,Rams,"Keaney Blue, Navy Blue, and White",Kingston,Rhode Island,True,https://www.ncaa.com/schools/rhode-island
George Washington,George Washington University,Division I,Atlantic 10,Revolutionaries,Buff & Blue,Washington,Unknown,True,https://www.ncaa.com/schools/george-washington
George Mason,George Mason University,Division I,Atlantic 10,Patriots,Green & Gold,Fairfax,Virginia,True,https://www.ncaa.com/schools/george-mason
Richmond,University of Richmond,Division I,Atlantic 10,Spiders,Red & Blue,University of Richmo,Virginia,True,https://www.ncaa.com/schools/richmond
VCU,Virginia Commonwealth University,Division I,Atlantic 10,Rams,Black & Gold,Richmond,Virginia,True,https://www.ncaa.com/schools/vcu
Florida St.,Florida State University,Division I,Atlantic Coast,Seminoles,Garnet & Gold,Tallahassee,Florida,True,https://www.ncaa.com/schools/florida-st
Miami (Fla.),University of Miami,Division I,Atlantic Coast,Hurricanes,Orange & Green,Coral Gables,Florida,True,https://www.ncaa.com/schools/miami-fl
Georgia Tech,Georgia Tech,Division I,Atlantic Coast,Yellow Jackets,Old Gold & White,Atlanta,Georgia,True,https://www.ncaa.com/schools/georgia-tech
Notre Dame,University of Notre Dame,Division I,Atlantic Coast,Fighting Irish,Blue & Gold,Notre Dame,Indiana,True,https://www.ncaa.com/schools/notre-dame
Louisville,University of Louisville,Division I,Atlantic Coast,Cardinals,Red & Black,Louisville,Kentucky,True,https://www.ncaa.com/schools/louisville
Boston College,Boston College,Division I,Atlantic Coast,Eagles,Maroon & Gold,Chestnut Hill,Massachusetts,True,https://www.ncaa.com/schools/boston-college
Syracuse,Syracuse University,Division I,Atlantic Coast,Orange,Orange,Syracuse,New York,True,https://www.ncaa.com/schools/syracuse
Duke,Duke University,Division I,Atlantic Coast,Blue Devils,Duke Blue & White,Durham,North Carolina,True,https://www.ncaa.com/schools/duke
North Carolina,University of North Carolina,Division I,Atlantic Coast,Tar Heels,Carolina Blue & White,Chapel Hill,North Carolina,True,https://www.ncaa.com/schools/north-carolina
North Carolina St.,North Carolina State University,Division I,Atlantic Coast,Wolfpack,Red & White,Raleigh,North Carolina,True,https://www.ncaa.com/schools/north-carolina-st
Wake Forest,Wake Forest University,Division I,Atlantic Coast,Demon Deacons,Old Gold & Black,Winston-Salem,North Carolina,True,https://www.ncaa.com/schools/wake-forest
Pittsburgh,University of Pittsburgh,Division I,Atlantic Coast,Panthers,Gold & Blue,Pittsburgh,Pennsylvania,True,https://www.ncaa.com/schools/pittsburgh
Clemson,Clemson University,Division I,Atlantic Coast,Tigers,Tiger Orange & Regalia,Clemson,South Carolina,True,https://www.ncaa.com/schools/clemson
Virginia,University of Virginia,Division I,Atlantic Coast,Cavaliers,Orange & Blue,Charlottesville,Virginia,True,https://www.ncaa.com/schools/virginia
Virginia Tech,Virginia Tech,Division I,Atlantic Coast,Hokies,Chicago maroon and burnt orange,Blacksburg,Virginia,True,https://www.ncaa.com/schools/virginia-tech
North Ala.,University of North Alabama,Division I,Atlantic Sun,Lions,Purple & Gold,Florence,Alabama,True,https://www.ncaa.com/schools/north-ala
Central Ark.,University of Central Arkansas,Division I,Atlantic Sun,Bears,Purple & Gray,Conway,Arkansas,True,https://www.ncaa.com/schools/central-ark
FGCU,Florida Gulf Coast University,Division I,Atlantic Sun,Eagles,Emerald Green and Cobalt Blue,Fort Myers,Florida,True,https://www.ncaa.com/schools/fgcu
Jacksonville,Jacksonville University,Division I,Atlantic Sun,Dolphins,Green & White,Jacksonville,Florida,True,https://www.ncaa.com/schools/jacksonville
North Florida,University of North Florida,Division I,Atlantic Sun,Ospreys,Navy Blue & Gray,Jacksonville,Florida,True,https://www.ncaa.com/schools/north-florida
Stetson,Stetson University,Division I,Atlantic Sun,Hatters,Hunter Green & White,DeLand,Florida,True,https://www.ncaa.com/schools/stetson
Kennesaw St.,Kennesaw State University,Division I,Atlantic Sun,Owls,Black & Gold,Kennesaw,Georgia,True,https://www.ncaa.com/schools/kennesaw-st
Bellarmine,Bellarmine University,Division I,Atlantic Sun,Knights,Scarlet & Silver,Louisville,Kentucky,True,https://www.ncaa.com/schools/bellarmine
Eastern Ky.,Eastern Kentucky University,Division I,Atlantic Sun,Colonels,Maroon & White,Richmond,Kentucky,True,https://www.ncaa.com/schools/eastern-ky
Queens (NC),Queens University of Charlotte,Division I,Atlantic Sun,Royals,Navy Blue and Vegas Gold,Charlotte,North Carolina,True,https://www.ncaa.com/schools/queens-nc
Austin Peay,Austin Peay State University,Division I,Atlantic Sun,Governors,Red & White,Clarksville,Tennessee,True,https://www.ncaa.com/schools/austin-peay
Lipscomb,Lipscomb University,Division I,Atlantic Sun,Bisons,Purple & Gold,Nashville,Tennessee,True,https://www.ncaa.com/schools/lipscomb
UCF,University of Central Florida,Division I,Big 12,Knights,Black & Gold,Orlando,Florida,True,https://www.ncaa.com/schools/ucf
Iowa St.,Iowa State University,Division I,Big 12,Cyclones,Cardinal & Gold,Ames,Iowa,True,https://www.ncaa.com/schools/iowa-st
Kansas,University of Kansas,Division I,Big 12,Jayhawks,Crimson & Blue,Lawrence,Kansas,True,https://www.ncaa.com/schools/kansas
Kansas St.,Kansas State University,Division I,Big 12,Wildcats,Purple & White,Manhattan,Kansas,True,https://www.ncaa.com/schools/kansas-st
Cincinnati,University of Cincinnati,Division I,Big 12,Bearcats,Red & Black,Cincinnati,Ohio,True,https://www.ncaa.com/schools/cincinnati
Oklahoma,University of Oklahoma,Division I,Big 12,Sooners,Crimson & Cream,Norman,Oklahoma,True,https://www.ncaa.com/schools/oklahoma
Oklahoma St.,Oklahoma State University,Division I,Big 12,Cowboys,Orange & Black,Stillwater,Oklahoma,True,https://www.ncaa.com/schools/oklahoma-st
Baylor,Baylor University,Division I,Big 12,Bears,Green & Gold,Waco,Texas,True,https://www.ncaa.com/schools/baylor
Houston,University of Houston,Division I,Big 12,Cougars,Scarlet & White,Houston,Texas,True,https://www.ncaa.com/schools/houston
TCU,Texas Christian University,Division I,Big 12,Horned Frogs,Purple & White,Fort Worth,Texas,True,https://www.ncaa.com/schools/tcu
Texas,University of Texas,Division I,Big 12,Longhorns,Burnt Orange & White,Austin,Texas,True,https://www.ncaa.com/schools/texas
Texas Tech,Texas Tech University,Division I,Big 12,Red Raiders,Scarlet & Black,Lubbock,Texas,True,https://www.ncaa.com/schools/texas-tech
BYU,Brigham Young University,Division I,Big 12,Cougars,Blue and White,Provo,Utah,True,https://www.ncaa.com/schools/byu
West Virginia,West Virginia University,Division I,Big 12,Mountaineers,Old Gold & Blue,Morgantown,West Virginia,True,https://www.ncaa.com/schools/west-virginia
Connecticut,University of Connecticut,Division I,Big East,Huskies,National Flag Blue & White,Storrs,Connecticut,True,https://www.ncaa.com/schools/uconn
Butler,Butler University,Division I,Big East,Bulldogs,Blue & White,Indianapolis,Indiana,True,https://www.ncaa.com/schools/butler
Creighton,Creighton University,Division I,Big East,Bluejays,Blue & White,Omaha,Nebraska,True,https://www.ncaa.com/schools/creighton
Seton Hall,Seton Hall University,Division I,Big East,Pirates,Blue & White,South Orange,New Jersey,True,https://www.ncaa.com/schools/seton-hall
St. John's (NY),St. John's University (N.Y.),Division I,Big East,Red Storm,Red & White,Queens,New York,True,https://www.ncaa.com/schools/st-johns-ny
Xavier,Xavier University,Division I,Big East,Musketeers,"Navy Blue, Gray & White",Cincinnati,Ohio,True,https://www.ncaa.com/schools/xavier
Villanova,Villanova University,Division I,Big East,Wildcats,Blue and White,Villanova,Pennsylvania,True,https://www.ncaa.com/schools/villanova
Providence,Providence College,Division I,Big East,Friars,"Black, White & Silver",Providence,Rhode Island,True,https://www.ncaa.com/schools/providence
Georgetown,Georgetown University,Division I,Big East,Hoyas,Blue & Gray,Washington,Unknown,True,https://www.ncaa.com/schools/georgetown
Marquette,Marquette University,Division I,Big East,Golden Eagles,Blue & Gold,Milwaukee,Wisconsin,True,https://www.ncaa.com/schools/marquette
Sacramento St.,Sacramento State University,Division I,Big Sky,Hornets,Green & Gold,Sacramento,California,True,https://www.ncaa.com/schools/sacramento-st
Northern Colo.,University of Northern Colorado,Division I,Big Sky,Bears,Blue & Gold,Greeley,Colorado,True,https://www.ncaa.com/schools/northern-colo
Idaho,University of Idaho,Division I,Big Sky,Vandals,Silver & Vandal Gold,Moscow,Idaho,True,https://www.ncaa.com/schools/idaho
Idaho St.,Idaho State University,Division I,Big Sky,Bengals,Orange & Black,Pocatello,Idaho,True,https://www.ncaa.com/schools/idaho-st
Montana,University of Montana,Division I,Big Sky,Grizzlies,Maroon and Silver,Missoula,Montana,True,https://www.ncaa.com/schools/montana
Montana St.,Montana State University-Bozeman,Division I,Big Sky,Bobcats,Blue & Gold,Bozeman,Montana,True,https://www.ncaa.com/schools/montana-st
Portland St.,Portland State University,Division I,Big Sky,Vikings,"Green, White & Silver",Portland,Oregon,True,https://www.ncaa.com/schools/portland-st
Weber St.,Weber State University,Division I,Big Sky,Wildcats,Purple & White,Ogden,Utah,True,https://www.ncaa.com/schools/weber-st
Eastern Wash.,Eastern Washington University,Division I,Big Sky,Eagles,Red & White,Cheney,Washington,True,https://www.ncaa.com/schools/eastern-wash
Gardner-Webb,Gardner-Webb University,Division I,Big South,Runnin' Bulldogs,"Scarlet, White & Black",Boiling Springs,North Carolina,True,https://www.ncaa.com/schools/gardner-webb
High Point,High Point University,Division I,Big South,Panthers,Purple & White,High Point,North Carolina,True,https://www.ncaa.com/schools/high-point
UNC Asheville,UNC Asheville,Division I,Big South,Bulldogs,Royal Blue & White,Asheville,North Carolina,True,https://www.ncaa.com/schools/unc-asheville
Charleston So.,Charleston Southern University,Division I,Big South,Buccaneers,Blue & Gold,Charleston,South Carolina,True,https://www.ncaa.com/schools/charleston-so
Presbyterian,Presbyterian College,Division I,Big South,Blue Hose,Blue & Garnet,Clinton,South Carolina,True,https://www.ncaa.com/schools/presbyterian
South-Carolina-Upstate,University of South Carolina Upstate,Division I,Big South,Spartans,"Green (349), White & Black",Spartanburg,South Carolina,True,https://www.ncaa.com/schools/usc-upstate
Winthrop,Winthrop University,Division I,Big South,Eagles,Garnet & Gold,Rock Hill,South Carolina,True,https://www.ncaa.com/schools/winthrop
Longwood,Longwood University,Division I,Big South,Lancers,Blue & White,Farmville,Virginia,True,https://www.ncaa.com/schools/longwood
Radford,Radford University,Division I,Big South,Highlanders,"Red, Gray and White",Radford,Virginia,True,https://www.ncaa.com/schools/radford
Illinois,University of Illinois,Division I,Big Ten,Fighting Illini,Orange & Blue,Champaign,Illinois,True,https://www.ncaa.com/schools/illinois
Northwestern,Northwestern University,Division I,Big Ten,Wildcats,Purple,Evanston,Illinois,True,https://www.ncaa.com/schools/northwestern
Indiana,"Indiana University, Bloomington",Division I,Big Ten,Hoosiers,Cream & Crimson,Bloomington,Indiana,True,https://www.ncaa.com/schools/indiana
Purdue,Purdue University,Division I,Big Ten,Boilermakers,Old Gold & Black,West Lafayette,Indiana,True,https://www.ncaa.com/schools/purdue
Iowa,University of Iowa,Division I,Big Ten,Hawkeyes,Black and Gold,Iowa City,Iowa,True,https://www.ncaa.com/schools/iowa
Maryland,University of Maryland-College Park,Division I,Big Ten,"Terrapins, Terps","Red, White, Black & Gold",College Park,Maryland,True,https://www.ncaa.com/schools/maryland
Michigan,University of Michigan,Division I,Big Ten,Wolverines,Maize & Blue,Ann Arbor,Michigan,True,https://www.ncaa.com/schools/michigan
Michigan St.,Michigan State University,Division I,Big Ten,Spartans,Green & White,East Lansing,Michigan,True,https://www.ncaa.com/schools/michigan-st
Minnesota,University of Minnesota,Division I,Big Ten,Golden Gophers,Maroon & Gold,Minneapolis,Minnesota,True,https://www.ncaa.com/schools/minnesota
Nebraska,University of Nebraska-Lincoln,Division I,Big Ten,Huskers,Scarlet & Cream,Lincoln,Nebraska,True,https://www.ncaa.com/schools/nebraska
Rutgers,Rutgers University,Division I,Big Ten,Scarlet Knights,Scarlet,New Brunswick,New Jersey,True,https://www.ncaa.com/schools/rutgers
Ohio St.,The Ohio State University,Division I,Big Ten,Buckeyes,Scarlet & Gray,Columbus,Ohio,True,https://www.ncaa.com/schools/ohio-st
Penn State,Penn State University,Division I,Big Ten,Nittany Lions,Blue & White,University Park,Pennsylvania,True,https://www.ncaa.com/schools/penn-st
CSU Bakersfield,CSU Bakersfield,Division I,Big West,Roadrunners,Blue & Gold,Bakersfield,California,True,https://www.ncaa.com/schools/bakersfield
Cal Poly,Cal Poly,Division I,Big West,Mustangs,"Forest Green, Copper, Vegas Gold",San Luis Obispo,California,True,https://www.ncaa.com/schools/cal-poly
Cal St. Fullerton,Cal State-Fullerton,Division I,Big West,Titans,"Navy, Orange & White",Fullerton,California,True,https://www.ncaa.com/schools/cal-st-fullerton
Cal St. Northridge,Cal State-Northridge,Division I,Big West,Matadors,"Red, White & Black",Northridge,California,True,https://www.ncaa.com/schools/cal-st-northridge
Long Beach St.,Long Beach State University,Division I,Big West,Beach,Black & Gold,Long Beach,California,True,https://www.ncaa.com/schools/long-beach-st
UC Davis,UC Davis,Division I,Big West,Aggies,Yale Blue & Gold,Davis,California,True,https://www.ncaa.com/schools/uc-davis
UC Irvine,UC Irvine,Division I,Big West,Anteaters,Blue & Gold,Irvine,California,True,https://www.ncaa.com/schools/uc-irvine
UC Riverside,UC Riverside,Division I,Big West,Highlanders,Blue & Gold,Riverside,California,True,https://www.ncaa.com/schools/uc-riverside
UC San Diego,UC San Diego,Division I,Big West,Tritons,Blue & Gold,San Diego,California,True,https://www.ncaa.com/schools/uc-san-diego
UC Santa Barbara,UC Santa Barbara,Division I,Big West,Gauchos,Blue & Gold,Santa Barbara,California,True,https://www.ncaa.com/schools/uc-santa-barbara
Hawaii,"University of Hawaii, Manoa",Division I,Big West,Rainbow Warriors,"Green, Black, Silver & White",Honolulu,Hawaii,True,https://www.ncaa.com/schools/hawaii
Delaware,University of Delaware,Division I,Coastal Athletic Association,Blue Hens,Blue & Gold,Newark,Delaware,True,https://www.ncaa.com/schools/delaware
Towson,Towson University,Division I,Coastal Athletic Association,Tigers,"Black, Gold & White",Towson,Maryland,True,https://www.ncaa.com/schools/towson
Northeastern,Northeastern University,Division I,Coastal Athletic Association,Huskies,Red & Black,Boston,Massachusetts,True,https://www.ncaa.com/schools/northeastern
Monmouth,Monmouth University,Division I,Coastal Athletic Association,Hawks,Midnight Blue & White,West Long Branch,New Jersey,True,https://www.ncaa.com/schools/monmouth
Hofstra,Hofstra University,Division I,Coastal Athletic Association,Pride,"Gold, White and Blue",Hempstead,New York,True,https://www.ncaa.com/schools/hofstra
Stony Brook,Stony Brook University,Division I,Coastal Athletic Association,Seawolves,"Red, White, Blue",Stony Brook,New York,True,https://www.ncaa.com/schools/stony-brook
Campbell,Campbell University,Division I,Coastal Athletic Association,Fighting Camels,Orange & Black,Buies Creek,North Carolina,True,https://www.ncaa.com/schools/campbell
Elon,Elon University,Division I,Coastal Athletic Association,Phoenix,Maroon & Gold,Elon,North Carolina,True,https://www.ncaa.com/schools/elon
North Carolina A&T,North Carolina A&T State University,Division I,Coastal Athletic Association,Aggies,Blue & Gold,Greensboro,North Carolina,True,https://www.ncaa.com/schools/nc-at
UNCW,UNC Wilmington,Division I,Coastal Athletic Association,Seahawks,"Teal, Navy & Gold",Wilmington,North Carolina,True,https://www.ncaa.com/schools/unc-wilmington
Drexel,Drexel University,Division I,Coastal Athletic Association,Dragons,Navy Blue & Gold,Philadelphia,Pennsylvania,True,https://www.ncaa.com/schools/drexel
Col. of Charleston,College of Charleston,Division I,Coastal Athletic Association,Cougars,Maroon & White,Charleston,South Carolina,True,https://www.ncaa.com/schools/col-of-charleston
Hampton,Hampton University,Division I,Coastal Athletic Association,Pirates,Royal Blue & White,Hampton,Virginia,True,https://www.ncaa.com/schools/hampton
William & Mary,College of William and Mary,Division I,Coastal Athletic Association,Tribe,"Green, Gold, and Silver",Williamsburg,Virginia,True,https://www.ncaa.com/schools/william-mary
Hartford,University of Hartford,Division I,Commonwealth Coast,Hawks,Scarlet & White,West Hartford,Connecticut,True,https://www.ncaa.com/schools/hartford
Lasell,Lasell College,Division I,Great Northeast Athletic,Lasers,"Columbia, Navy, & White",Auburndale,Massachusetts,True,https://www.ncaa.com/schools/lasell
IUPUI,IUPUI,Division I,Horizon League,Jaguars,"Red, Gold & Black",Indianapolis,Indiana,True,https://www.ncaa.com/schools/iupui
Purdue University Fort Wayne,Purdue University Fort Wayne,Division I,Horizon League,Mastodons,Black & Gold,Fort Wayne,Indiana,True,https://www.ncaa.com/schools/ipfw
Northern Ky.,Northern Kentucky University,Division I,Horizon League,Norse,"Gold, Black & White",Highland Heights,Kentucky,True,https://www.ncaa.com/schools/northern-ky
Detroit,University of Detroit Mercy,Division I,Horizon League,Titans,"Red, White & Blue",Detroit,Michigan,True,https://www.ncaa.com/schools/detroit
Oakland,Oakland University,Division I,Horizon League,Golden Grizzlies,Black and Gold,Rochester Hills,Michigan,True,https://www.ncaa.com/schools/oakland
Cleveland St.,Cleveland State University,Division I,Horizon League,Vikings,Forest Green & White,Cleveland,Ohio,True,https://www.ncaa.com/schools/cleveland-st
Wright St.,Wright State University,Division I,Horizon League,Raiders,Green & Gold,Dayton,Ohio,True,https://www.ncaa.com/schools/wright-st
Youngstown St.,Youngstown State University,Division I,Horizon League,Penguins,Red & White,Youngstown,Ohio,True,https://www.ncaa.com/schools/youngstown-st
Green Bay,"University of Wisconsin, Green Bay",Division I,Horizon League,Phoenix,Green and White,Green Bay,Wisconsin,True,https://www.ncaa.com/schools/green-bay
Milwaukee,"University of Wisconsin, Milwaukee",Division I,Horizon League,Panthers,Black & Gold,Milwaukee,Wisconsin,True,https://www.ncaa.com/schools/milwaukee
Dallas Baptist,Dallas Baptist University,Division I,Lone Star,Patriots,"Red, White and Navy Blue",Dallas,Texas,True,https://www.ncaa.com/schools/dallas-baptist
Fairfield,Fairfield University,Division I,Metro Atlantic Athletic,Stags,Red,Fairfield,Connecticut,True,https://www.ncaa.com/schools/fairfield
Quinnipiac,Quinnipiac University,Division I,Metro Atlantic Athletic,Bobcats,Navy & Gold,Hamden,Connecticut,True,https://www.ncaa.com/schools/quinnipiac
Mt. St. Mary's,Mount St. Mary's University,Division I,Metro Atlantic Athletic,Mountaineers,Blue & White,Emmitsburg,Maryland,True,https://www.ncaa.com/schools/mt-st-marys
Rider,Rider University,Division I,Metro Atlantic Athletic,Broncs,"Cranberry, White, Gray",Lawrenceville,New Jersey,True,https://www.ncaa.com/schools/rider
Saint Peter's,Saint Peter's University,Division I,Metro Atlantic Athletic,Peacocks,Blue & White,Jersey City,New Jersey,True,https://www.ncaa.com/schools/st-peters
Canisius,Canisius College,Division I,Metro Atlantic Athletic,Golden Griffins,Blue & Gold,Buffalo,New York,True,https://www.ncaa.com/schools/canisius
Iona,Iona College,Division I,Metro Atlantic Athletic,Gaels,Maroon & Gold,New Rochelle,New York,True,https://www.ncaa.com/schools/iona
Manhattan,Manhattan College,Division I,Metro Atlantic Athletic,Jaspers,Green & White,The Bronx,New York,True,https://www.ncaa.com/schools/manhattan
Marist,Marist College,Division I,Metro Atlantic Athletic,Red Foxes,Red & White,Poughkeepsie,New York,True,https://www.ncaa.com/schools/marist
Niagara,Niagara University,Division I,Metro Atlantic Athletic,Purple Eagles,Purple and White,Niagara University,New York,True,https://www.ncaa.com/schools/niagara
Siena,Siena College,Division I,Metro Atlantic Athletic,Saints,Green & Gold,Loudonville,New York,True,https://www.ncaa.com/schools/siena
Northern Ill.,Northern Illinois University,Division I,Mid-American,Huskies,Cardinal & Black,DeKalb,Illinois,True,https://www.ncaa.com/schools/northern-ill
Ball St.,Ball State University,Division I,Mid-American,Cardinals,Cardinal & White,Muncie,Indiana,True,https://www.ncaa.com/schools/ball-st
Central Mich.,Central Michigan University,Division I,Mid-American,Chippewas,Maroon & Gold,Mount Pleasant,Michigan,True,https://www.ncaa.com/schools/central-mich
Eastern Mich.,Eastern Michigan University,Division I,Mid-American,Eagles,Green & White,Ypsilanti,Michigan,True,https://www.ncaa.com/schools/eastern-mich
Western Mich.,Western Michigan University,Division I,Mid-American,Broncos,Brown & Gold,Kalamazoo,Michigan,True,https://www.ncaa.com/schools/western-mich
Buffalo,University at Buffalo,Division I,Mid-American,Bulls,Royal Blue & White,Buffalo,New York,True,https://www.ncaa.com/schools/buffalo
Bowling Green,Bowling Green State University,Division I,Mid-American,Falcons,Orange & Brown,Bowling Green,Ohio,True,https://www.ncaa.com/schools/bowling-green
Kent St.,Kent State University,Division I,Mid-American,Golden Flashes,Navy Blue & Gold,Kent,Ohio,True,https://www.ncaa.com/schools/kent-st
Miami (OH),Miami University (Ohio),Division I,Mid-American,RedHawks,Red & White,Oxford,Ohio,True,https://www.ncaa.com/schools/miami-oh
Ohio,Ohio University,Division I,Mid-American,Bobcats,Hunter Green & White,Athens,Ohio,True,https://www.ncaa.com/schools/ohio
Toledo,University of Toledo,Division I,Mid-American,Rockets,Midnight Blue & Gold,Toledo,Ohio,True,https://www.ncaa.com/schools/toledo
Morgan St.,Morgan State University,Division I,Mid-Eastern Athletic Conf.,Bears,Blue & Orange,Baltimore,Maryland,True,https://www.ncaa.com/schools/morgan-st
North Carolina Central,North Carolina Central University,Division I,Mid-Eastern Athletic Conf.,Eagles,Maroon & Gray,Durham,North Carolina,True,https://www.ncaa.com/schools/nc-central
South Carolina St.,South Carolina State University,Division I,Mid-Eastern Athletic Conf.,Bulldogs,Garnet & Blue,Orangeburg,South Carolina,True,https://www.ncaa.com/schools/south-carolina-st
Howard,Howard University,Division I,Mid-Eastern Athletic Conf.,Bison,Blue and White,Washington,Unknown,True,https://www.ncaa.com/schools/howard
Bradley,Bradley University,Division I,Missouri Valley,Braves,Red & White,Peoria,Illinois,True,https://www.ncaa.com/schools/bradley
Ill.-Chicago,University of Illinois-Chicago,Division I,Missouri Valley,Flames,Navy Blue & Fire Engine Red,Chicago,Illinois,True,https://www.ncaa.com/schools/ill-chicago
Illinois St.,Illinois State University,Division I,Missouri Valley,Redbirds,Red & White,Normal,Illinois,True,https://www.ncaa.com/schools/illinois-st
Southern Ill.,Southern Illinois University,Division I,Missouri Valley,Salukis,Maroon & White,Carbondale,Illinois,True,https://www.ncaa.com/schools/southern-ill
Evansville,University of Evansville,Division I,Missouri Valley,Purple Aces,"Purple, White & Orange",Evansville,Indiana,True,https://www.ncaa.com/schools/evansville
Indiana St.,Indiana State University,Division I,Missouri Valley,Sycamores,Royal Blue & White,Terre Haute,Indiana,True,https://www.ncaa.com/schools/indiana-st
Valparaiso,Valparaiso University,Division I,Missouri Valley,Beacons,Brown & Gold,Valparaiso,Indiana,True,https://www.ncaa.com/schools/valparaiso
Drake,Drake University,Division I,Missouri Valley,Bulldogs,Blue & White,Des Moines,Iowa,True,https://www.ncaa.com/schools/drake
Murray St.,Murray State University,Division I,Missouri Valley,Racers,Navy & Gold,Murray,Kentucky,True,https://www.ncaa.com/schools/murray-st
Missouri St.,Missouri State University,Division I,Missouri Valley,Bears,Maroon & White,Springfield,Missouri,True,https://www.ncaa.com/schools/missouri-st
Belmont,Belmont University,Division I,Missouri Valley,Bruins,"Navy, Red and White",Nashville,Tennessee,True,https://www.ncaa.com/schools/belmont
